FirstName,LastName,Gender,Title,CompanyName,AnnualRevenue,NumEmployees,DateLastContacted,CompanyLocation,EmailAddress,DealSize,Industry,NumOpens,DaysSince,DealStatus,SalesNotes
Eloisa,Esquibel,1,Marketing Coordinator,TechnoMart Ltd,64764183,3238,2024-07-02,France,eesquibel@technomartltd.com,323821,Management,68,23,Closed Won,Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Proposal for Customer Journey Optimization sent. Highlighted our experience in Hospitality and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-03.
Zackary,Gallagher,0,Manager,GlobalTech Ltd,70326013,3516,2024-02-22,Ukraine,zgallagher@globaltechltd.com,351630,Construction,59,154,Suspect,"Attended Industry Conference and met with VP. They're exploring options to improve their change management and mentioned our competitor, KPMG. Follow-up email sent. Attended Industry Conference and met with VP. They're exploring options to improve their change management and mentioned our competitor, KPMG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. VP is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. VP had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly."
Kevin,Wood,0,Marketing Coordinator,TechnoNet LLC,88264523,4413,2024-02-11,Ukraine,kwood@technonetllc.com,441323,Agriculture,43,165,Suspect,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-08 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. Manager is particularly interested in understanding how we measure ROI on our engagements. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Keith,Alfrey,0,Manager,NetWare LLP,87503995,4375,2024-07-17,South Korea,kalfrey@netwarellp.com,437520,Health Care,5,8,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-15 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-15 to discuss their specific needs. Proposal for Strategic Assessment sent. Highlighted our experience in Real Estate and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-15. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities.
Najeeb,al-Samad,0,Manager,NetMart Inc,84149986,4207,2024-02-10,UK,nal-samad@netmartinc.com,420750,Real Estate,22,166,Suspect,"Attended Webinar and met with CEO. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Shared our company overview and case studies relevant to their industry. CEO is particularly interested in understanding how we measure ROI on our engagements. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in AI implementation."
Aaqil,al-Abood,0,Manager,UltraQuest LLP,20624145,1031,2024-04-14,India,aal-abood@ultraquestllp.com,103121,Management,29,102,Lead,"Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-23 to discuss their specific needs. Attended Sales Sinner and met with VP. They're exploring options to improve their data analytics capabilities and mentioned our competitor, KPMG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. VP is particularly interested in understanding how we measure ROI on our engagements."
Jordan,Nicolelli,0,VP,GlobalNet Inc,41755301,2088,2024-02-05,South Korea,jnicolelli@globalnetinc.com,208777,Arts,62,171,Suspect,Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-17 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. VP is particularly interested in understanding how we measure ROI on our engagements.
Christina,Khaton,1,Senior Manager,MegaMart Corp,65560135,3278,2024-04-24,UK,ckhaton@megamartcorp.com,327801,Manufacturing,10,92,Lead,"Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Attended Sales Sinner and met with Manager. They're exploring options to improve their profit margins and mentioned our competitor, McKinsey. Follow-up email sent. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Follow-up call after proposal submission. Manager had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in profit margins."
Raelynn,Luna,1,Marketing Coordinator,TransLogix Corp,78187037,3909,2024-04-12,Australia,rluna@translogixcorp.com,390935,Agriculture,55,104,Lead,Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget.
Eric,Chung,0,Marketing Coordinator,UltraSys Group,94157325,4708,2024-07-02,China,echung@ultrasysgroup.com,470787,Information,46,23,Closed Won,Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-15 to discuss their specific needs. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Shared our company overview and case studies relevant to their industry. CEO is particularly interested in understanding how we measure ROI on our engagements. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in AI implementation.
Elijah,Mackey,0,Marketing Associate,AIHard Ltd,47178222,2359,2024-04-27,Ukraine,emackey@aihardltd.com,235891,Real Estate,69,89,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-05 to discuss next steps. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations. CEO requested a meeting to discuss expanding the project scope to include large language models.
Carrie,Van,1,Manager,TechnoWare LLC,11595080,580,2024-03-10,Brazil,cvan@technowarellc.com,57975,Manufacturing,23,137,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Proposal for Strategic Assessment sent. Highlighted our experience in Engineering and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-01. Director requested a meeting to discuss expanding the project scope to include product market fit.
Saleema,al-Abdo,1,Marketing Coordinator,MegaSys Ltd,90799154,4540,2024-06-25,Mexico,sal-abdo@megasysltd.com,453996,Transportation,24,30,Opportunity,"Attended Industry Conference and met with CFO. They're exploring options to improve their change management and mentioned our competitor, BCG. Follow-up email sent. Attended Industry Conference and met with CFO. They're exploring options to improve their change management and mentioned our competitor, BCG. Follow-up email sent. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Drayton,Booth,0,Manager,SecureMart LLP,81405516,4070,2024-05-26,Mexico,dbooth@securemartllp.com,407028,Agriculture,8,60,Opportunity,"Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-23 to discuss their specific needs. Attended Industry Conference and met with Manager. They're exploring options to improve their operational efficiency and mentioned our competitor, McKinsey. Follow-up email sent. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Zane,Hoyte,0,Senior Manager,HighLogix Corp,53941443,2697,2024-03-15,India,zhoyte@highlogixcorp.com,269707,Management,39,132,Prospect,"Attended Networking Event and met with CEO. They're exploring options to improve their profit margins and mentioned our competitor, Deloitte. Follow-up email sent. Attended Networking Event and met with CEO. They're exploring options to improve their profit margins and mentioned our competitor, Deloitte. Follow-up email sent. Shared our company overview and case studies relevant to their industry. CEO is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. CEO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
Tenzin,Connor,1,Director,MegaTech Group,62357267,3118,2024-03-03,France,tconnor@megatechgroup.com,311786,Arts,78,144,Prospect,"Attended Trade Show and met with CEO. They're exploring options to improve their data analytics capabilities and mentioned our competitor, IBM IX. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Follow-up call after proposal submission. CEO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly."
Rawda,al-Shareef,1,Manager,NetSolve Inc,86842423,4342,2024-07-15,China,ral-shareef@netsolveinc.com,434212,Arts,66,10,Closed Won,"Attended Webinar and met with Manager. They're exploring options to improve their customer experience and mentioned our competitor, McKinsey. Follow-up email sent. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Call with Manager to address their concerns about team's skills'. Reassured them about our commitment to delivering results and agreed on a plan of action. Manager requested a meeting to discuss expanding the project scope to include large language models."
Loini,Karman,1,Marketing Coordinator,GlobalLogix Group,63299194,3165,2024-03-03,UK,lkarman@globallogixgroup.com,316496,Management,22,144,Prospect,"Attended Industry Conference and met with CEO. They're exploring options to improve their AI implementation and mentioned our competitor, KPMG. Follow-up email sent. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-21 to discuss next steps. CEO requested a meeting to discuss expanding the project scope to include change management."
Saamyya,el-Bacho,1,Manager,SuperMart LLC,72526574,3626,2024-07-01,China,sel-bacho@supermartllc.com,362633,Transportation,8,24,Closed Won,"Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Follow-up call after proposal submission. Director had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Competitor, IBM IX, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal. Director requested a meeting to discuss expanding the project scope to include large language models."
Aakif,el-Yousuf,0,VP,EduWare Ltd,46502584,2325,2024-03-26,Brazil,ael-yousuf@eduwareltd.com,232513,Health Care,20,121,Prospect,"Attended Sales Sinner and met with CEO. They're exploring options to improve their change management and mentioned our competitor, BCG. Follow-up email sent. Attended Sales Sinner and met with CEO. They're exploring options to improve their change management and mentioned our competitor, BCG. Follow-up email sent. Discovery call completed. Key takeaways: Prospect company is facing difficulty adapting to remote work. They seem open to a strategic assessment. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations."
Brice,Thompson,0,Manager,EcoLogix LLP,81389533,4069,2024-02-27,France,bthompson@ecologixllp.com,406948,Health Care,58,149,Prospect,Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing supply chain disruptions. They seem open to a strategic assessment. CEO requested a meeting to discuss expanding the project scope to include process automation.
Daniel,Billiamosa,0,Manager,SecureMarket LLP,46974940,2349,2024-02-28,Spain,dbilliamosa@securemarketllp.com,234875,Real Estate,53,148,Prospect,"Attended Industry Conference and met with CFO. They're exploring options to improve their data analytics capabilities and mentioned our competitor, Deloitte. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-14 to discuss their specific needs. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities."
Mujahid,el-Darwish,0,Manager,GlobalTech LLP,73831285,3692,2024-06-16,Japan,mel-darwish@globaltechllp.com,369156,Professional,11,39,Opportunity,"Attended Trade Show and met with VP. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication."
William,Etchells,0,CEO,SecureQuest Group,73744289,3687,2024-02-19,South Korea,wetchells@securequestgroup.com,368721,Arts,43,157,Suspect,"Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Attended Webinar and met with Director. They're exploring options to improve their customer experience and mentioned our competitor, BCG. Follow-up email sent. Shared our company overview and case studies relevant to their industry. Director is particularly interested in understanding how we measure ROI on our engagements."
Jacob,Hamilton,0,Manager,MegaMarket Ltd,51635434,2582,2024-03-08,South Korea,jhamilton@megamarketltd.com,258177,Transportation,39,139,Prospect,Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. CTO requested a meeting to discuss expanding the project scope to include process automation.
Tahaani,el-Khan,1,Marketing Coordinator,HighHard Corp,53364563,2668,2024-04-25,Ukraine,tel-khan@highhardcorp.com,266823,Real Estate,61,91,Lead,Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-05 to discuss next steps. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in profit margins.
Kari,Sosa,1,Manager,TransWare Group,78778183,3939,2024-03-12,Australia,ksosa@transwaregroup.com,393891,Manufacturing,7,135,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-05 to discuss their specific needs. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations.
Austin,Lopez,0,Manager,TransCom LLC,14581298,729,2024-03-06,Australia,alopez@transcomllc.com,72906,Education,24,141,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-20 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-20 to discuss their specific needs. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in AI implementation.
Ana,Valenzuela,1,Manager,EduNet Group,32282972,1614,2024-05-18,Ukraine,avalenzuela@edunetgroup.com,161415,Arts,78,68,Opportunity,"Attended Industry Conference and met with CFO. They're exploring options to improve their change management and mentioned our competitor, IBM IX. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-22 to discuss their specific needs. Budget constraints are a major concern. Exploring alternative solutions and scoping options to fit their financial limitations."
Emily,Reddy,1,Marketing Associate,UltraMarket Group,21040740,1052,2024-04-05,Brazil,ereddy@ultramarketgroup.com,105204,Professional,47,111,Lead,Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with high employee turnover. Discovery call completed. Key takeaways: Prospect company is facing high employee turnover. They seem open to a strategic assessment. Proposal for Digital Transformation Roadmap sent. Highlighted our experience in Engineering and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-13. Call with CEO to address their concerns about budget allocation. Reassured them about our commitment to delivering results and agreed on a plan of action. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency.
Alaura,Iron Wing,1,Marketing Coordinator,SecureCom Group,51356015,2568,2024-07-08,Canada,airon wing@securecomgroup.com,256780,Wholesale Trade,19,17,Closed Won,"Attended Networking Event and met with Director. They're exploring options to improve their AI implementation and mentioned our competitor, McKinsey. Follow-up email sent. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with cost reduction. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-03 to discuss next steps. Director requested a meeting to discuss expanding the project scope to include market research."
Anthony,Cook,0,Marketing Coordinator,TransSys Ltd,78157731,3908,2024-01-28,USA,acook@transsysltd.com,390789,Wholesale Trade,1,179,Suspect,"Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Attended Sales Sinner and met with Manager. They're exploring options to improve their operational efficiency and mentioned our competitor, Bain. Follow-up email sent. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-11 to discuss next steps. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency."
Rachel,West,1,Marketing Associate,SuperNet Inc,6147900,307,2024-03-12,Spain,rwest@supernetinc.com,30740,Management,48,135,Prospect,"Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Attended Webinar and met with CFO. They're exploring options to improve their operational efficiency and mentioned our competitor, McKinsey. Follow-up email sent. Follow-up call after proposal submission. CFO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. CFO requested a meeting to discuss expanding the project scope to include data visualization."
Katlyn,Snively,1,Manager,SuperSoft LLC,37261790,1863,2024-05-02,Mexico,ksnively@supersoftllc.com,186309,Manufacturing,49,84,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our data science consulting. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. Director is particularly interested in understanding how we measure ROI on our engagements. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Charles,Mitchell,0,Marketing Coordinator,AISoft Inc,85436643,4272,2024-05-16,Ukraine,cmitchell@aisoftinc.com,427183,Agriculture,37,70,Opportunity,"Attended Trade Show and met with CEO. They're exploring options to improve their customer experience and mentioned our competitor, KPMG. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing declining sales. They seem open to a strategic assessment. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in customer experience."
Darcy,Devito,1,Marketing Associate,HighStore LLC,37575006,1879,2024-05-03,USA,ddevito@highstorellc.com,187875,Mining,33,83,Opportunity,"Attended Networking Event and met with Director. They're exploring options to improve their change management and mentioned our competitor, McKinsey. Follow-up email sent. Initial outreach via LinkedIn. Prospect expressed interest in our customer experience design. Scheduled a discovery call for 2024-08-18 to discuss their specific needs. Director requested a meeting to discuss expanding the project scope to include AI image generation."
Christian,Regur,0,Manager,EduComp LLC,32689388,1634,2024-06-03,Ukraine,cregur@educompllc.com,163447,Retail Trade,60,52,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-21 to discuss their specific needs. Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Discovery call completed. Key takeaways: Prospect company is facing increased competition. They seem open to a strategic assessment. Proposal for AI Roadmap sent. Highlighted our experience in Manufacturing and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-21.
Aseela,el-Salahuddin,1,Manager,EduMart LLP,69140175,3457,2024-07-02,Germany,ael-salahuddin@edumartllp.com,345701,Finance,30,23,Closed Won,Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with market expansion. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. VP is particularly interested in understanding how we measure ROI on our engagements. Follow-up call after proposal submission. VP had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Kayla,Trujillo,1,Manager,UltraTech LLP,30039643,1502,2024-05-07,Australia,ktrujillo@ultratechllp.com,150198,Health Care,7,79,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-24 to discuss their specific needs. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Proposal for Customer Journey Optimization sent. Highlighted our experience in Technology and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-24. Strong buy-in from the prospect team. They're impressed with our consultant's expertise and proactive communication.
Jadeeda,al-Baksh,1,Manager,EcoMart Ltd,9494217,475,2024-02-28,Spain,jal-baksh@ecomartltd.com,47471,Mining,48,148,Prospect,"Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Proposal for Strategic Assessment sent. Highlighted our experience in Insurance and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-24. Competitor, Deloitte, is also bidding for this project. We need to emphasize our unique strengths and tailor our approach to win this deal."
Brandon,Burriesci,0,Director,SuperMart LLC,23894778,1195,2024-02-15,USA,bburriesci@supermartllc.com,119474,Education,32,161,Suspect,"Attended Networking Event and met with CFO. They're exploring options to improve their operational efficiency and mentioned our competitor, Bain. Follow-up email sent. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget. Follow-up call after proposal submission. CFO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency."
Michael,Henry,0,Marketing Associate,GlobalHard LLC,31894309,1595,2024-06-12,USA,mhenry@globalhardllc.com,159472,Education,30,43,Opportunity,Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-18 to discuss their specific needs. Initial outreach via LinkedIn. Prospect expressed interest in our product market fit. Scheduled a discovery call for 2024-08-18 to discuss their specific needs. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities.
Eric,Crosby,0,Marketing Coordinator,EduSoft LLC,55727960,2786,2024-03-31,China,ecrosby@edusoftllc.com,278640,Health Care,29,116,Lead,"Attended Webinar and met with Director. They're exploring options to improve their AI implementation and mentioned our competitor, Bain. Follow-up email sent. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with supply chain disruptions. Follow-up call after proposal submission. Director had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly."
Elizabeth,Blackwell,1,Manager,TransMarket LLP,66731863,3337,2024-03-04,France,eblackwell@transmarketllp.com,333659,Education,65,143,Prospect,Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-12 to discuss their specific needs. Cold call to CFO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Sent a proposal request template for them to fill out to get a better sense of the scope of the project they envision and their budget.
Janea,Sam,1,Marketing Associate,EcoWare Corp,19142510,957,2024-05-07,France,jsam@ecowarecorp.com,95713,Health Care,57,79,Opportunity,Cold call to Manager at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with difficulty adapting to remote work. Initial outreach via LinkedIn. Prospect expressed interest in our change management consulting. Scheduled a discovery call for 2024-08-24 to discuss their specific needs. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in operational efficiency.
Samantha,Mills,1,Marketing Associate,InfoTech Group,38105259,1905,2024-03-22,Italy,smills@infotechgroup.com,190526,Transportation,66,125,Prospect,Cold call to CEO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with declining sales. Initial outreach via LinkedIn. Prospect expressed interest in our analytics consulting. Scheduled a discovery call for 2024-08-01 to discuss their specific needs. Proposal for Customer Journey Optimization sent. Highlighted our experience in Manufacturing and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-01. Call with CEO to address their concerns about team's availability. Reassured them about our commitment to delivering results and agreed on a plan of action.
Taylor,Ingraham,1,Marketing Associate,HighStore LLP,11609791,580,2024-04-01,South Korea,tingraham@highstorellp.com,58049,Management,66,115,Lead,Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with digital transformation. Initial outreach via LinkedIn. Prospect expressed interest in our marketing strategy. Scheduled a discovery call for 2024-08-20 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing digital transformation. They seem open to a strategic assessment. Follow-up call after proposal submission. CTO had some questions about the pricing model and deliverables timeline. Addressed their concerns and will revise the proposal accordingly. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in data analytics capabilities.
Rachael,Tran,1,Director,FarmStore LLC,30244262,1512,2024-04-07,Ukraine,rtran@farmstorellc.com,151221,Education,46,109,Lead,Cold call to CTO at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with increased competition. Initial outreach via LinkedIn. Prospect expressed interest in our supply chain optimization. Scheduled a discovery call for 2024-08-06 to discuss their specific needs. Shared our company overview and case studies relevant to their industry. CTO is particularly interested in understanding how we measure ROI on our engagements.
Carmen,Jackson,1,Manager,NetComp LLC,68967479,3448,2024-03-18,India,cjackson@netcompllc.com,344837,Arts,38,129,Prospect,"Attended Webinar and met with Director. They're exploring options to improve their customer experience and mentioned our competitor, BCG. Follow-up email sent. Cold call to Director at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with shortage of qualified workers. Discovery call completed. Key takeaways: Prospect company is facing shortage of qualified workers. They seem open to a strategic assessment."
Aasima,al-Hallal,1,CEO,HighStore Inc,9135668,457,2024-05-06,Japan,aal-hallal@highstoreinc.com,45678,Agriculture,62,80,Opportunity,Cold call to VP at prospect company. Confirmed they're the decision-maker for consulting engagements. Brief discussion about their current challenges with merger. Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-13 to discuss their specific needs. Discovery call completed. Key takeaways: Prospect company is facing merger. They seem open to a strategic assessment. Second proposal iteration sent with adjusted pricing and timeline. Meeting scheduled for 2024-08-13 to discuss next steps. Positive feedback received on the latest deliverables. Prospect is seeing tangible improvements in customer experience.
Marina,Williams,1,Manager,EcoWare Ltd,24245093,1212,2024-02-02,USA,mwilliams@ecowareltd.com,121225,Retail Trade,24,174,Suspect,"Initial outreach via LinkedIn. Prospect expressed interest in our AI consulting. Scheduled a discovery call for 2024-08-23 to discuss their specific needs. Attended Sales Sinner and met with CFO. They're exploring options to improve their change management and mentioned our competitor, McKinsey. Follow-up email sent. Shared our company overview and case studies relevant to their industry. CFO is particularly interested in understanding how we measure ROI on our engagements. Proposal for Strategic Assessment sent. Highlighted our experience in Insurance and the value proposition of our data-driven approach. Awaiting feedback by 2024-08-23. CFO requested a meeting to discuss expanding the project scope to include change management."
