"","userid","dealamount","lastname","firstname","source","status","rep","company","firstcontact","won"
"3566",58328043,90000,"Griffith","Kate","Webinar","Closed Lost","Victor","Wonderful Partners LLP",2016-11-23,0
"3567",42346867,90000,"Griffith","Amantema","Social","Closed Won","Haamida","Popular Goods LLP",2014-10-27,1
"3568",90344941,50000,"Curtis","Kayla","Referral","Prospect","Johnson","Wonderful Products LLP",2014-12-18,0
"3569",93104967,20000,"Mendoza","Hoang","Referral","Closed Won","Angelo","Great Enterprises LLC",2012-03-19,1
"3570",4512616,20000,"Villarreal","Bao Vi","Email","Closed Lost","Johnson","Wonderful Enterprises LLC",2015-09-04,0
"3571",33417817,90000,"Gutierrez Mendoza","Damian","Webinar","Closed Won","Angelo","Wonderful Goods LLC",2012-06-01,1
"3572",21505026,40000,"Mohebi","Maui","Trade Show","Opportunity","Haamida","Great Enterprises LLP",2013-03-02,0
"3573",36259835,70000,"Chavez","Amber","Referral","Proposal","Haamida","Wonderful Services Inc.",2017-03-02,0
"3574",12195100,30000,"John","Alexander","Webinar","Closed Lost","Rachelle","Wonderful Enterprises Inc.",2016-03-02,0
"3575",46059356,40000,"el-Taheri","Ashley","Conference","Suspect","Haamida","Popular Services Inc.",2016-05-12,0
"3576",22795234,80000,"Abeyta","Brianna","Paid Ads","Suspect","Victor","Great Goods Inc.",2015-08-09,0
"3577",146640,10000,"Wilson","Anthony Jr","Email","Closed Lost","Hunter","Great Products Inc.",2016-03-28,0
"3578",10386732,30000,"Ranck","Saleena","Paid Ads","Closed Lost","Angelo","Wonderful Goods LLC",2013-10-29,0
"3579",24565773,50000,"Farlow","Magdalena","Trade Show","Opportunity","Shay","Popular Partners LLP",2017-11-08,0
"3580",64572841,50000,"Florez","Sandra","Web","Prospect","Hunter","Wonderful Products LLP",2017-09-07,0
"3581",90009153,90000,"Garcia","Paul","Email","Lead","Shay","Great Products LLP",2014-01-20,0
"3582",9502721,30000,"al-Dallal","Jordan","Trade Show","Negotiation","Hunter","Popular Products LLC",2013-07-03,0
"3583",22647800,80000,"Cardenas","Nawwaara","Trade Show","Opportunity","Johnson","Great Goods LLP",2014-11-05,0
"3584",38382075,30000,"Gallegos","Christiana","Trade Show","Closed Won","Victor","Wonderful Goods Inc.",2017-07-02,1
"3585",6726606,100000,"Garcia","Carson","Web","Proposal","Hunter","Popular Enterprises Inc.",2013-11-07,0
"3586",50877149,100000,"Breazell","Demetrius","Paid Ads","Closed Won","Victor","Great Partners Inc.",2013-11-24,1
"3587",53601065,10000,"Hans","Natalie","Trade Show","Suspect","Shay","Wonderful Products LLC",2013-05-15,0
"3588",48321265,10000,"Mcveigh","Jaqueline","Paid Ads","Opportunity","Angelo","Great Services LLP",2014-12-14,0
"3589",21790922,60000,"Viera","Taylor","Referral","Proposal","Victor","Popular Services Inc.",2017-04-27,0
"3590",48635758,70000,"Kim","Calista","Trade Show","Suspect","Haamida","Wonderful Partners Inc.",2013-03-29,0
"3591",4591501,40000,"Villa","Shameem","Web","Closed Won","Angelo","Great Products LLC",2015-12-03,1
"3592",93138499,20000,"Sepeda","Tiffany","Conference","Opportunity","Johnson","Popular Products LLC",2016-03-24,0
"3593",1220210,20000,"al-Ebrahim","Naafoora","Referral","Prospect","Rachelle","Great Services LLP",2017-09-11,0
"3594",21899803,50000,"White","Cameron","Web","Opportunity","Rachelle","Great Services LLP",2012-11-16,0
"3595",72094855,90000,"Fitzsimmons","Joshua","Conference","Negotiation","Johnson","Great Products LLP",2016-10-12,0
"3596",42884860,100000,"el-Rabbani","Derrick","Conference","Prospect","Nestor","Wonderful Goods LLC",2012-05-11,0
"3597",96396873,70000,"Marten","Talon","Referral","Proposal","Angelo","Great Goods LLP",2016-08-25,0
"3598",63650172,70000,"Montoya","Michaela","Referral","Prospect","Johnson","Wonderful Products LLC",2015-12-30,0
"3599",36982471,90000,"Ruiz","Wyatt","Trade Show","Suspect","Shay","Popular Goods LLC",2016-05-07,0
"3600",84663077,20000,"Casasanta","Nikita","Webinar","Lead","Hunter","Wonderful Partners LLP",2013-05-11,0
"3601",59898140,100000,"el-Malek","Austin","Referral","Suspect","Rachelle","Great Products LLC",2012-03-29,0
"3602",13271883,30000,"al-Saleh","Timothy","Conference","Proposal","Rachelle","Popular Products LLP",2014-04-25,0
"3603",83539955,20000,"Pollak","Shamaail","Paid Ads","Suspect","Rachelle","Wonderful Products LLP",2012-11-24,0
"3604",33226657,90000,"Cochran","Naomi","Social","Closed Lost","Johnson","Popular Partners Inc.",2017-10-03,0
"3605",70702553,30000,"Milender","Mu'hsina","Webinar","Suspect","Haamida","Popular Goods LLC",2014-01-21,0
"3606",41731721,50000,"Kim","Paula","Web","Lead","Johnson","Great Partners Inc.",2012-04-23,0
"3607",35342759,80000,"Morrow","Courtney","Email","Closed Lost","Shay","Great Products LLC",2014-06-22,0
"3608",63621518,40000,"Megel","Mariah","Referral","Suspect","Victor","Popular Partners Inc.",2014-09-05,0
"3609",52255538,90000,"Luna Abrego","Nizaam","Email","Proposal","Johnson","Popular Enterprises LLC",2017-09-08,0
"3610",6957491,10000,"Edd","Mato Ty","Web","Negotiation","Nestor","Wonderful Partners LLP",2012-12-03,0
"3611",76546666,30000,"Padilla","Tyler","Trade Show","Lead","Hunter","Great Services Inc.",2014-07-30,0
"3612",92013211,20000,"Mc Queen","Cory","Webinar","Prospect","Victor","Wonderful Enterprises Inc.",2013-02-14,0
"3613",23914634,80000,"Ihle","Yee","Social","Prospect","Johnson","Popular Partners LLP",2013-02-19,0
"3614",77937374,90000,"el-Tabatabai","Tera","Webinar","Proposal","Angelo","Wonderful Enterprises LLP",2014-08-03,0
"3615",31245489,40000,"Choi","Peter","Webinar","Proposal","Angelo","Popular Goods LLP",2014-04-29,0
"3616",49675485,50000,"Gordon","Sydney","Paid Ads","Lead","Rachelle","Wonderful Enterprises Inc.",2016-11-23,0
"3617",65035719,30000,"el-Assad","Sameera","Web","Proposal","Johnson","Wonderful Enterprises LLP",2014-10-27,0
"3618",69275093,90000,"Yerich","Tachelle","Email","Proposal","Victor","Popular Products LLP",2014-12-18,0
"3619",36855883,100000,"Schenally","Mystic","Email","Suspect","Angelo","Great Services LLP",2012-03-19,0
"3620",90913334,30000,"Pavlov","Nikki","Email","Suspect","Shay","Popular Goods LLP",2015-09-04,0
"3621",23195134,60000,"Allen","David","Social","Closed Lost","Angelo","Popular Goods LLP",2012-06-01,0
"3622",58053516,80000,"Colin","Mahmooda","Paid Ads","Prospect","Hunter","Great Services Inc.",2013-03-02,0
"3623",29695954,10000,"Montoya","Unais","Social","Prospect","Johnson","Popular Services LLP",2017-03-02,0
"3624",12002633,30000,"Tursick","Stephen Haven","Webinar","Closed Won","Haamida","Wonderful Partners Inc.",2016-03-02,1
"3625",64765100,100000,"Gomez","Kimya","Conference","Prospect","Johnson","Popular Enterprises LLC",2016-05-12,0
"3626",87783958,80000,"al-Sabet","Helen","Email","Suspect","Rachelle","Wonderful Goods LLP",2015-08-09,0
"3627",46224354,80000,"Swain","Rito","Web","Negotiation","Rachelle","Popular Products Inc.",2016-03-28,0
"3628",959140,100000,"Rodriguez","Jacob","Trade Show","Closed Lost","Haamida","Wonderful Goods Inc.",2013-10-29,0
"3629",48411314,50000,"Yun","Dakota","Referral","Closed Lost","Haamida","Popular Services LLC",2017-11-08,0
"3630",82510886,30000,"Garcia","Mansoor","Web","Lead","Rachelle","Wonderful Goods Inc.",2017-09-07,0
"3631",38348052,30000,"Naputi-Cabrera","Orion","Conference","Proposal","Shay","Wonderful Enterprises Inc.",2014-01-20,0
"3632",96237109,80000,"Kim","Aneesa","Webinar","Proposal","Rachelle","Popular Goods LLC",2013-07-03,0
"3633",82374535,100000,"Lee","Wadha","Paid Ads","Lead","Nestor","Wonderful Enterprises LLP",2014-11-05,0
"3634",46130321,100000,"Nelson","Tahiyya","Conference","Closed Won","Victor","Wonderful Services LLP",2017-07-02,1
"3635",65514477,40000,"Vallie","Shaquille","Referral","Negotiation","Haamida","Great Goods LLP",2013-11-07,0
"3636",49230178,50000,"Headlee","Dale","Webinar","Prospect","Rachelle","Popular Partners Inc.",2013-11-24,0
"3637",95060656,30000,"Slechter","Jessica","Paid Ads","Prospect","Rachelle","Great Enterprises Inc.",2013-05-15,0
"3638",54841446,40000,"el-Iman","Ta'Sheena","Webinar","Proposal","Angelo","Great Services Inc.",2014-12-14,0
"3639",76430454,80000,"Allen","Celina","Paid Ads","Closed Lost","Shay","Wonderful Products LLC",2017-04-27,0
"3640",4069096,60000,"Miles","Faatih","Trade Show","Opportunity","Nestor","Wonderful Services LLC",2013-03-29,0
"3641",45150592,30000,"el-Ullah","Carl Levi","Referral","Opportunity","Nestor","Popular Services LLC",2015-12-03,0
"3642",82532742,80000,"Myers","Vanessa","Referral","Proposal","Hunter","Popular Goods Inc.",2016-03-24,0
"3643",45974185,40000,"el-Ashraf","Javier","Web","Proposal","Angelo","Wonderful Goods LLC",2017-09-11,0
"3644",68682383,50000,"el-Jabbour","Abdul Azeez","Conference","Prospect","Haamida","Wonderful Services LLC",2012-11-16,0
"3645",50531153,40000,"Laurin","Fawzi","Social","Opportunity","Angelo","Wonderful Services LLC",2016-10-12,0
"3646",94322600,10000,"Walker","Faraj","Email","Proposal","Hunter","Wonderful Services LLC",2012-05-11,0
"3647",55573957,20000,"Kim","Inderpal","Web","Closed Lost","Angelo","Wonderful Goods LLP",2016-08-25,0
"3648",78551222,10000,"el-Edris","Morgan","Paid Ads","Closed Lost","Rachelle","Wonderful Goods Inc.",2015-12-30,0
"3649",64219154,60000,"Vazquez","Breanna","Email","Opportunity","Haamida","Great Enterprises Inc.",2016-05-07,0
"3650",5608390,60000,"Samoy","Kylie","Email","Negotiation","Rachelle","Popular Enterprises LLP",2013-05-11,0
"3651",73022105,60000,"Sawyer","Alex","Paid Ads","Closed Lost","Rachelle","Popular Products LLC",2012-03-29,0
"3652",30341049,60000,"Barela","Nu'maan","Conference","Suspect","Nestor","Great Services LLC",2014-04-25,0
"3653",84500997,100000,"Kinlicheene","Yazmin","Referral","Proposal","Hunter","Wonderful Enterprises LLP",2012-11-24,0
"3654",5389891,60000,"Walker","Hibbaan","Social","Negotiation","Nestor","Popular Products Inc.",2017-10-03,0
"3655",71176275,90000,"Gaonkar","Tyran","Referral","Opportunity","Shay","Wonderful Services Inc.",2014-01-21,0
"3656",2839383,100000,"Padilla","Mary","Email","Suspect","Angelo","Popular Services LLC",2012-04-23,0
"3657",780163,80000,"Williams","Nuha","Conference","Prospect","Victor","Wonderful Products LLC",2014-06-22,0
"3658",62154791,30000,"el-Akbari","Maria","Web","Suspect","Haamida","Wonderful Products Inc.",2014-09-05,0
"3659",76259155,40000,"Shigaya","Faseeha","Email","Opportunity","Johnson","Popular Partners LLC",2017-09-08,0
"3660",51668548,60000,"Gibson","Shirelle","Trade Show","Lead","Johnson","Great Products LLP",2012-12-03,0
"3661",34312507,20000,"D'Amour","Khamel","Conference","Proposal","Angelo","Great Goods Inc.",2014-07-30,0
"3662",98040225,50000,"Batra","Stephanie","Social","Suspect","Haamida","Wonderful Services LLP",2013-02-14,0
"3663",96715349,80000,"Larkin","Anjolenna","Referral","Opportunity","Angelo","Popular Products LLP",2013-02-19,0
"3664",69223735,70000,"el-Dawood","Leonard","Email","Opportunity","Haamida","Popular Enterprises LLC",2014-08-03,0
"3665",68051061,30000,"Montoya","Hamood","Trade Show","Lead","Victor","Wonderful Partners Inc.",2014-04-29,0
"3666",59659360,30000,"Smith","Rylie","Trade Show","Proposal","Hunter","Wonderful Products Inc.",2016-11-23,0
"3667",55824961,80000,"Diller","Gary","Social","Prospect","Victor","Wonderful Enterprises LLP",2014-10-27,0
"3668",35029404,80000,"Clements","Nalei","Conference","Opportunity","Victor","Popular Goods Inc.",2014-12-18,0
"3669",31076310,100000,"el-Sheikh","Lorena","Trade Show","Lead","Haamida","Great Partners LLC",2012-03-19,0
"3670",77680507,90000,"Fimbres","Tyraa","Email","Proposal","Hunter","Popular Products LLC",2015-09-04,0
"3671",433518,80000,"Hall","Isabella","Email","Closed Won","Nestor","Great Partners LLC",2012-06-01,1
"3672",18905057,50000,"Moore","Rolando","Web","Suspect","Rachelle","Popular Services LLP",2013-03-02,0
"3673",57450166,50000,"Marks","Phoutthasinh","Email","Lead","Victor","Popular Products Inc.",2017-03-02,0
"3674",73003061,40000,"Spradley","Santos","Conference","Proposal","Johnson","Great Products Inc.",2016-03-02,0
"3675",59824721,30000,"Mcbride","Barbryuna","Social","Closed Won","Victor","Wonderful Enterprises LLP",2016-05-12,1
"3676",23706039,30000,"al-Mian","Carmen","Social","Proposal","Angelo","Wonderful Services LLC",2015-08-09,0
"3677",90958219,10000,"el-Hassen","Cameron","Conference","Closed Lost","Haamida","Great Goods Inc.",2016-03-28,0
"3678",54476848,90000,"el-Abdo","Loagyn","Referral","Negotiation","Victor","Popular Products LLP",2013-10-29,0
"3679",59866754,50000,"Ng","Yusri","Referral","Negotiation","Hunter","Popular Products LLP",2017-11-08,0
"3680",73839123,100000,"Wilcox","Tiffany","Conference","Prospect","Shay","Wonderful Partners LLC",2017-09-07,0
"3681",90136619,90000,"Ramirez","Katie","Paid Ads","Prospect","Angelo","Popular Enterprises LLC",2014-01-20,0
"3682",11085849,80000,"Ronquillo","Franklin","Webinar","Lead","Johnson","Popular Partners Inc.",2013-07-03,0
"3683",97842215,90000,"Colbert","Gabrielle","Referral","Lead","Hunter","Wonderful Services LLC",2014-11-05,0
"3684",58701175,70000,"Trujillo","Catherine","Paid Ads","Opportunity","Rachelle","Great Partners Inc.",2017-07-02,0
"3685",81917461,70000,"Carson","Talon","Trade Show","Opportunity","Hunter","Popular Enterprises Inc.",2013-11-07,0
"3686",76821203,90000,"Miley","Danica","Social","Closed Lost","Johnson","Great Partners LLC",2013-11-24,0
"3687",64094337,80000,"Thompson","Nicholas","Trade Show","Negotiation","Victor","Wonderful Enterprises LLC",2013-05-15,0
"3688",42496314,30000,"Harbert","Mufeed","Conference","Negotiation","Johnson","Popular Products Inc.",2014-12-14,0
"3689",51790589,80000,"Booker","Quepler","Paid Ads","Prospect","Hunter","Great Partners Inc.",2017-04-27,0
"3690",4943895,70000,"Gooden","Keli","Paid Ads","Suspect","Hunter","Wonderful Products Inc.",2013-03-29,0
"3691",75911071,10000,"Fernandez","Damon","Web","Closed Lost","Victor","Wonderful Products LLC",2015-12-03,0
"3692",44187022,40000,"Thomas","Shaheed","Web","Opportunity","Victor","Great Services LLC",2016-03-24,0
"3693",56578977,10000,"Musimbi","Charlayna","Webinar","Closed Won","Angelo","Popular Goods Inc.",2017-09-11,1
"3694",2447288,70000,"Le","Skyler","Webinar","Closed Won","Rachelle","Popular Services Inc.",2012-11-16,1
"3695",53974635,60000,"Barnes","Keaira","Trade Show","Lead","Nestor","Popular Partners Inc.",2016-10-12,0
"3696",90842912,100000,"Yavuz","Andre","Trade Show","Closed Won","Rachelle","Great Services LLP",2012-05-11,1
"3697",29908151,60000,"Sandoval","Tashara","Web","Negotiation","Nestor","Great Partners LLC",2016-08-25,0
"3698",48114555,50000,"Lythgoe","Marquise","Webinar","Lead","Nestor","Great Products LLC",2015-12-30,0
"3699",48544189,60000,"Byrd Jr","Henry","Email","Lead","Haamida","Great Enterprises Inc.",2016-05-07,0
"3700",46231686,10000,"Garcia","Minhaz","Referral","Proposal","Rachelle","Great Goods LLC",2013-05-11,0
"3701",39176046,60000,"Brewer","Tamarin","Web","Prospect","Angelo","Great Products LLP",2012-03-29,0
"3702",49760926,100000,"Rivera","Susanna","Conference","Negotiation","Hunter","Great Partners LLC",2014-04-25,0
"3703",68293851,100000,"Vasquez","Mark","Referral","Suspect","Shay","Popular Goods LLC",2012-11-24,0
"3704",11492705,60000,"Coss","Krystal","Conference","Closed Won","Johnson","Wonderful Goods Inc.",2017-10-03,1
"3705",22518609,100000,"Cardenas Perez","Emily","Email","Lead","Angelo","Great Products LLP",2014-01-21,0
"3706",41422738,100000,"Benjamin","Darwyn","Paid Ads","Negotiation","Nestor","Wonderful Products LLP",2012-04-23,0
"3707",99591750,40000,"Perry","Geoffrey","Conference","Suspect","Hunter","Popular Enterprises LLP",2014-06-22,0
"3708",32839233,10000,"el-Hassen","Adeeba","Social","Proposal","Hunter","Great Partners LLP",2014-09-05,0
"3709",12652575,40000,"Ballesteros","Daizha","Trade Show","Suspect","Johnson","Wonderful Goods LLC",2017-09-08,0
"3710",27342817,90000,"Sutton","Andrew","Paid Ads","Negotiation","Shay","Wonderful Partners LLP",2012-12-03,0
"3711",53820470,40000,"Newman","Miska","Referral","Negotiation","Angelo","Wonderful Enterprises LLC",2014-07-30,0
"3712",34568215,60000,"Palmer IV","Mishaari","Webinar","Closed Lost","Haamida","Popular Products Inc.",2013-02-14,0
"3713",64450189,70000,"Scott","Dillon","Social","Lead","Haamida","Popular Services LLP",2013-02-19,0
"3714",54538115,20000,"Rapp","George","Webinar","Opportunity","Nestor","Popular Enterprises LLC",2014-08-03,0
"3715",65587565,90000,"Hooper-Washington","Zahra","Trade Show","Suspect","Nestor","Great Services LLP",2014-04-29,0
"3716",94736245,40000,"Flenaugh","Leila","Web","Prospect","Hunter","Popular Goods LLP",2016-11-23,0
"3717",70171216,10000,"Watts-Hight","Jordan","Email","Closed Lost","Rachelle","Wonderful Enterprises LLP",2014-10-27,0
"3718",50318120,10000,"Cabral-Hollowhorn","Dylan","Paid Ads","Lead","Nestor","Wonderful Products LLP",2014-12-18,0
"3719",5132690,70000,"Chang","Audrey","Email","Suspect","Victor","Wonderful Partners LLP",2012-03-19,0
"3720",58303589,50000,"al-Jamail","Shaheed","Email","Lead","Nestor","Popular Enterprises Inc.",2015-09-04,0
"3721",37118056,10000,"Coleman","Quinton","Trade Show","Proposal","Victor","Great Enterprises LLP",2012-06-01,0
"3722",67319158,100000,"Lythgoe","Allicia","Email","Proposal","Nestor","Great Products LLC",2013-03-02,0
"3723",82494606,60000,"Curtis","Eric","Webinar","Closed Lost","Hunter","Great Enterprises LLP",2017-03-02,0
"3724",33262753,50000,"Torain","Gabrielle","Conference","Opportunity","Angelo","Wonderful Partners Inc.",2016-03-02,0
"3725",54035195,70000,"Pagel","Connor","Webinar","Negotiation","Shay","Wonderful Enterprises LLC",2016-05-12,0
"3726",26074125,100000,"Hemphill","Chase","Paid Ads","Proposal","Johnson","Wonderful Goods LLP",2015-08-09,0
"3727",59373391,70000,"Hickey","Khadeeja","Email","Negotiation","Haamida","Popular Services LLP",2016-03-28,0
"3728",87093400,20000,"Zamarripa","Dewarren","Email","Negotiation","Angelo","Wonderful Enterprises LLP",2013-10-29,0
"3729",69030061,90000,"Ramirez","Armandell","Referral","Prospect","Shay","Great Enterprises LLP",2017-11-08,0
"3730",5499897,70000,"al-Muhammad","Blake","Webinar","Lead","Nestor","Great Partners Inc.",2017-09-07,0
"3731",33211157,70000,"House","Cally","Webinar","Closed Won","Nestor","Great Goods Inc.",2014-01-20,1
"3732",12825678,20000,"el-Farid","Kathryn","Paid Ads","Closed Lost","Johnson","Great Goods LLC",2013-07-03,0
"3733",85692136,90000,"Martinez","Aerika","Referral","Opportunity","Johnson","Wonderful Products Inc.",2014-11-05,0
"3734",11237295,40000,"Odegard","Kimberly","Web","Closed Lost","Rachelle","Popular Goods Inc.",2017-07-02,0
"3735",62918420,30000,"al-Salim","Trey","Paid Ads","Prospect","Shay","Great Products LLC",2013-11-07,0
"3736",39459307,40000,"White","Abdul Maalik","Referral","Closed Won","Rachelle","Great Enterprises LLP",2013-11-24,1
"3737",77633079,100000,"Ishizuki","Chandler","Social","Proposal","Victor","Wonderful Partners Inc.",2013-05-15,0
"3738",27637273,50000,"Washington","Sheneice","Web","Lead","Angelo","Wonderful Goods LLP",2014-12-14,0
"3739",95914546,50000,"Lawrence","Sylis","Conference","Suspect","Rachelle","Great Services LLP",2017-04-27,0
"3740",87710574,100000,"al-Farman","Madison","Trade Show","Prospect","Shay","Great Products LLC",2013-03-29,0
"3741",32752471,30000,"Mcgee","Shujaa","Social","Opportunity","Haamida","Wonderful Goods LLP",2015-12-03,0
"3742",33390585,90000,"King","Anbara","Email","Lead","Hunter","Popular Partners Inc.",2016-03-24,0
"3743",53007545,90000,"al-Mohammadi","Nawaar","Paid Ads","Closed Won","Nestor","Wonderful Partners LLP",2017-09-11,1
"3744",32746348,40000,"Sanchez","Abraham","Trade Show","Suspect","Haamida","Great Goods LLP",2012-11-16,0
"3745",78441854,50000,"al-Dawood","Brett","Social","Closed Won","Haamida","Wonderful Enterprises LLC",2016-10-12,1
"3746",23423686,40000,"el-Khalili","Caroline","Conference","Closed Lost","Angelo","Wonderful Goods Inc.",2012-05-11,0
"3747",64431209,50000,"Brack","Camellia","Paid Ads","Opportunity","Shay","Popular Goods LLC",2016-08-25,0
"3748",51241689,70000,"Gottschalk","Hunter","Conference","Closed Lost","Nestor","Great Services LLC",2015-12-30,0
"3749",68249551,100000,"Decker","Yaasmeen","Trade Show","Proposal","Nestor","Popular Partners Inc.",2016-05-07,0
"3750",31496117,80000,"Tang","Hannah","Paid Ads","Prospect","Hunter","Popular Services Inc.",2013-05-11,0
"3751",67329294,70000,"Tom","William","Paid Ads","Negotiation","Rachelle","Great Enterprises Inc.",2012-03-29,0
"3752",63324182,60000,"Sweetwater","Victoria","Referral","Opportunity","Hunter","Great Enterprises Inc.",2014-04-25,0
"3753",29995113,20000,"Abdul-Amin","Shamaail","Paid Ads","Prospect","Hunter","Wonderful Goods LLP",2012-11-24,0
"3754",97976110,20000,"Dotson","Jaydon","Social","Lead","Angelo","Popular Partners LLP",2017-10-03,0
"3755",66083820,80000,"Hernandez Torres","Andrew","Trade Show","Closed Won","Rachelle","Great Products Inc.",2014-01-21,1
"3756",92442313,50000,"Clark","Megan","Paid Ads","Opportunity","Johnson","Great Enterprises Inc.",2012-04-23,0
"3757",84348238,90000,"Harriman","Aubrey","Web","Lead","Angelo","Popular Enterprises Inc.",2014-06-22,0
"3758",24939503,30000,"Mcbroom","Adam","Webinar","Suspect","Shay","Great Enterprises LLP",2014-09-05,0
"3759",77994868,10000,"Ffrench","Mastoora","Trade Show","Prospect","Shay","Wonderful Products LLP",2017-09-08,0
"3760",35728685,20000,"Medina","December","Trade Show","Opportunity","Angelo","Wonderful Services LLC",2012-12-03,0
"3761",46941295,20000,"Silva","Anthony","Conference","Closed Lost","Rachelle","Wonderful Services LLC",2014-07-30,0
"3762",89556602,40000,"el-Zaher","John","Paid Ads","Prospect","Hunter","Wonderful Enterprises LLC",2013-02-14,0
"3763",7250088,50000,"Gallegos","Lyrics","Social","Lead","Victor","Popular Goods LLP",2013-02-19,0
"3764",51986082,40000,"Thomas","Wadee'a","Conference","Suspect","Nestor","Popular Partners Inc.",2014-08-03,0
"3765",89537165,80000,"Johnson","Jennifer","Referral","Suspect","Rachelle","Wonderful Enterprises LLC",2014-04-29,0
"3766",69385801,40000,"Romero","Jaasir","Conference","Opportunity","Angelo","Popular Products Inc.",2016-11-23,0
"3767",32715844,80000,"Osborne","Saul","Trade Show","Prospect","Nestor","Great Services LLC",2014-10-27,0
"3768",21829791,20000,"Wells","Jade","Referral","Opportunity","Haamida","Wonderful Enterprises LLC",2014-12-18,0
"3769",1988161,80000,"Borrego Jimenez","John","Email","Proposal","Johnson","Great Goods Inc.",2012-03-19,0
"3770",63756316,30000,"Perletz","Marissa","Social","Negotiation","Haamida","Popular Goods LLP",2015-09-04,0
"3771",42734587,20000,"Moyo","Dalene","Conference","Opportunity","Nestor","Popular Goods LLC",2012-06-01,0
"3772",90869649,50000,"Shaffer","Zakiyya","Webinar","Lead","Rachelle","Popular Products LLP",2013-03-02,0
"3773",51089420,100000,"Moon","Jazmin","Social","Negotiation","Victor","Popular Services Inc.",2017-03-02,0
"3774",98792791,20000,"Doty","Brandon","Referral","Closed Lost","Haamida","Popular Products Inc.",2016-03-02,0
"3775",55694917,10000,"al-Salloum","Ayden","Social","Opportunity","Victor","Popular Partners LLP",2016-05-12,0
"3776",13729890,10000,"Chavez","Derek","Referral","Suspect","Hunter","Wonderful Products Inc.",2015-08-09,0
"3777",22942391,90000,"Bigthumb","Ghuzaila","Social","Lead","Haamida","Great Partners Inc.",2016-03-28,0
"3778",31362714,70000,"Gomez","Lizzet","Webinar","Lead","Hunter","Popular Partners LLP",2013-10-29,0
"3779",94369044,10000,"Ellis","Marnita","Paid Ads","Negotiation","Victor","Wonderful Partners Inc.",2017-11-08,0
"3780",99139225,80000,"Lestenkof","Jennifer","Referral","Negotiation","Hunter","Great Enterprises Inc.",2017-09-07,0
"3781",87407041,60000,"Batterton","Marelyn","Trade Show","Closed Lost","Angelo","Wonderful Goods LLP",2014-01-20,0
"3782",75859627,20000,"Krogmeier","Timothy","Social","Suspect","Angelo","Popular Goods LLC",2013-07-03,0
"3783",7940823,80000,"Ross","Christopher","Email","Closed Lost","Johnson","Wonderful Goods LLP",2014-11-05,0
"3784",60461080,50000,"al-Jafari","Zachary","Webinar","Negotiation","Haamida","Popular Partners LLP",2017-07-02,0
"3785",24465409,90000,"Leahy","Julia","Webinar","Closed Lost","Rachelle","Wonderful Enterprises LLP",2013-11-07,0
"3786",87109493,40000,"Musselman","Azucena","Paid Ads","Lead","Angelo","Wonderful Partners LLC",2013-11-24,0
"3787",52208300,80000,"Ramirez","Awf","Paid Ads","Closed Lost","Angelo","Great Partners LLC",2013-05-15,0
"3788",42841911,80000,"al-Sultana","Erik","Webinar","Negotiation","Shay","Wonderful Enterprises LLC",2014-12-14,0
"3789",62220975,60000,"el-Tabatabai","Paige","Web","Closed Won","Angelo","Wonderful Enterprises LLP",2017-04-27,1
"3790",42433964,30000,"el-Shakoor","Vonasherell","Trade Show","Closed Won","Victor","Wonderful Services Inc.",2013-03-29,1
"3791",67989392,80000,"el-Irani","Justin","Trade Show","Suspect","Victor","Popular Products LLC",2015-12-03,0
"3792",1028229,40000,"Negrete Gonzalez","Israel","Paid Ads","Lead","Rachelle","Wonderful Partners LLC",2016-03-24,0
"3793",23289137,50000,"al-Sayed","Bakar","Conference","Negotiation","Rachelle","Wonderful Goods Inc.",2017-09-11,0
"3794",97138525,100000,"Godlove","Michael","Conference","Closed Lost","Shay","Great Products LLP",2012-11-16,0
"3795",42758592,50000,"Kim","Lainie","Social","Negotiation","Johnson","Popular Goods LLC",2016-10-12,0
"3796",15166908,20000,"Robinson","Duncan","Social","Opportunity","Johnson","Wonderful Products LLC",2012-05-11,0
"3797",14604455,20000,"al-Ghaffari","Jeremy","Webinar","Prospect","Victor","Wonderful Services Inc.",2016-08-25,0
"3798",85068589,20000,"Opoku","Delilah","Paid Ads","Closed Won","Nestor","Great Enterprises LLC",2015-12-30,1
"3799",76808423,80000,"Granados Rodriguez","Tien","Trade Show","Prospect","Angelo","Wonderful Partners Inc.",2016-05-07,0
"3800",58235873,10000,"Arou","Alicia","Social","Closed Lost","Haamida","Great Enterprises LLP",2013-05-11,0
"3801",67080030,60000,"Kee","Cassandra","Trade Show","Suspect","Haamida","Wonderful Services LLC",2012-03-29,0
"3802",5882833,40000,"Ta","Amber","Webinar","Lead","Johnson","Great Enterprises LLP",2014-04-25,0
"3803",31819745,100000,"Barnett","Connor","Referral","Closed Lost","Haamida","Popular Products Inc.",2012-11-24,0
"3804",84214292,80000,"al-Reza","Dakota","Web","Prospect","Victor","Popular Partners LLP",2017-10-03,0
"3805",70965682,60000,"Gardner","Haarith","Social","Proposal","Angelo","Popular Services LLP",2014-01-21,0
"3806",45478716,60000,"Kaiwi","Daisy","Webinar","Closed Lost","Angelo","Great Goods LLP",2012-04-23,0
"3807",69119424,80000,"Priest","Rifaah","Conference","Suspect","Victor","Popular Goods LLC",2014-06-22,0
